interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load_forecast.load_forecast,net_load,renewables,renewables_to_load_ratio,load.load,fuel_mix.solar,fuel_mix.wind,fuel_mix.geothermal,fuel_mix.biomass,fuel_mix.biogas,fuel_mix.small_hydro,fuel_mix.coal,fuel_mix.nuclear,fuel_mix.natural_gas,fuel_mix.large_hydro,fuel_mix.batteries,fuel_mix.imports,fuel_mix.other
2025-12-01T00:00:00-08:00,2025-12-01 08:00:00+00:00,2025-12-01T01:00:00-08:00,2025-12-01 09:00:00+00:00,21162.724583333333,19621.750000000000,4238.0000000000000000,0.20002831925237173739,21187.000000000000,-59.0000000000000000,1624.2500000000000000,685.5000000000000000,238.5833333333333333,155.8333333333333333,187.5000000000000000,0E-20,2260.2500000000000000,9523.8333333333333333,1405.3333333333333333,-246.0833333333333333,6273.6666666666666667,0E-20
2025-12-01T01:00:00-08:00,2025-12-01 09:00:00+00:00,2025-12-01T02:00:00-08:00,2025-12-01 10:00:00+00:00,20625.487708333333,18667.750000000000,4381.3333333333333333,0.21410217254087512471,20463.750000000000,-58.6666666666666667,1854.6666666666666667,683.8333333333333333,238.7500000000000000,156.0000000000000000,180.5000000000000000,0E-20,2259.0000000000000000,9616.6666666666666667,1326.2500000000000000,-1299.6666666666666667,6440.9166666666666667,0E-20
2025-12-01T02:00:00-08:00,2025-12-01 10:00:00+00:00,2025-12-01T03:00:00-08:00,2025-12-01 11:00:00+00:00,20077.048750000000,17769.083333333333,4673.1666666666666667,0.23500176006168596753,19885.666666666667,-59.6666666666666667,2176.2500000000000000,685.8333333333333333,237.0000000000000000,156.0833333333333333,178.8333333333333333,0E-20,2258.5833333333333333,9333.9166666666666667,1298.8333333333333333,-1271.5000000000000000,5963.8333333333333333,0E-20
2025-12-01T03:00:00-08:00,2025-12-01 11:00:00+00:00,2025-12-01T04:00:00-08:00,2025-12-01 12:00:00+00:00,19947.206666666667,17497.333333333333,4842.3333333333333333,0.24571433404091573715,19707.166666666667,-60.0000000000000000,2269.8333333333333333,685.5833333333333333,235.0000000000000000,156.1666666666666667,177.6666666666666667,0E-20,2259.4166666666666667,9340.1666666666666667,1378.0833333333333333,-1194.6666666666666667,5601.0833333333333333,0E-20
2025-12-01T04:00:00-08:00,2025-12-01 12:00:00+00:00,2025-12-01T05:00:00-08:00,2025-12-01 13:00:00+00:00,20516.500625000000,17902.666666666667,5108.8333333333333333,0.25293758457933128692,20198.000000000000,-60.4166666666666667,2355.7500000000000000,680.5000000000000000,230.9166666666666667,156.0000000000000000,177.4166666666666667,0E-20,2262.5833333333333333,9348.7500000000000000,1568.6666666666666667,-667.7500000000000000,5364.6666666666666667,0E-20
2025-12-01T05:00:00-08:00,2025-12-01 13:00:00+00:00,2025-12-01T06:00:00-08:00,2025-12-01 14:00:00+00:00,21894.706250000000,19587.833333333333,4895.2500000000000000,0.22709717824710344108,21555.750000000000,-61.0833333333333333,2029.0000000000000000,679.4166666666666667,224.4166666666666667,155.3333333333333333,221.8333333333333333,0E-20,2262.5000000000000000,9819.2500000000000000,1646.3333333333333333,1096.3333333333333333,4611.5000000000000000,0E-20
2025-12-01T06:00:00-08:00,2025-12-01 14:00:00+00:00,2025-12-01T07:00:00-08:00,2025-12-01 15:00:00+00:00,23795.472083333333,21862.583333333333,5255.1666666666666667,0.21961191285451607817,23929.333333333333,70.5000000000000000,1996.2500000000000000,680.0833333333333333,222.5000000000000000,154.7500000000000000,242.2500000000000000,0E-20,2259.4166666666666667,10215.2500000000000000,1888.8333333333333333,3328.0833333333333333,3640.1666666666666667,0E-20
2025-12-01T07:00:00-08:00,2025-12-01 15:00:00+00:00,2025-12-01T08:00:00-08:00,2025-12-01 16:00:00+00:00,25013.904791666667,19146.000000000000,9346.5000000000000000,0.36981057421237449923,25273.750000000000,4236.8333333333333333,1890.9166666666666667,677.3333333333333333,226.1666666666666667,153.9166666666666667,242.0000000000000000,0E-20,2257.8333333333333333,10307.0000000000000000,1919.3333333333333333,867.9166666666666667,3250.8333333333333333,0E-20
2025-12-01T08:00:00-08:00,2025-12-01 16:00:00+00:00,2025-12-01T09:00:00-08:00,2025-12-01 17:00:00+00:00,24499.879166666667,12153.833333333333,15578.916666666667,0.62540185934170339519,24910.250000000000,10913.583333333333,1842.8333333333333333,677.8333333333333333,209.6666666666666667,153.6666666666666667,242.1666666666666667,0E-20,2255.9166666666666667,7541.0000000000000000,1539.1666666666666667,-2906.5833333333333333,3270.3333333333333333,0E-20
2025-12-01T09:00:00-08:00,2025-12-01 17:00:00+00:00,2025-12-01T10:00:00-08:00,2025-12-01 18:00:00+00:00,23726.133958333333,8772.8333333333333333,17787.833333333333,0.74314143270944740140,23936.000000000000,13307.500000000000,1855.6666666666666667,677.9166666666666667,192.0000000000000000,154.5833333333333333,241.6666666666666667,0E-20,2255.2500000000000000,6506.7500000000000000,1358.5000000000000000,-4989.6666666666666667,3195.2500000000000000,0E-20
2025-12-01T10:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01T11:00:00-08:00,2025-12-01 19:00:00+00:00,22643.791666666667,7220.0833333333333333,18030.916666666667,0.79149504334784360817,22780.833333333333,13507.000000000000,2053.7500000000000000,674.1666666666666667,192.7500000000000000,152.6666666666666667,216.5000000000000000,0E-20,2255.4166666666666667,6394.0000000000000000,1234.0833333333333333,-6453.5833333333333333,3433.5000000000000000,0E-20
2025-12-01T11:00:00-08:00,2025-12-01 19:00:00+00:00,2025-12-01T12:00:00-08:00,2025-12-01 20:00:00+00:00,21810.134583333333,5626.4166666666666667,18046.250000000000,0.84317764141539993703,21402.666666666667,13713.250000000000,2063.0000000000000000,678.4166666666666667,191.1666666666666667,152.6666666666666667,195.2500000000000000,0E-20,2253.5833333333333333,6206.0833333333333333,1052.5000000000000000,-7467.0000000000000000,3252.3333333333333333,0E-20
2025-12-01T12:00:00-08:00,2025-12-01 20:00:00+00:00,2025-12-01T13:00:00-08:00,2025-12-01 21:00:00+00:00,21508.740833333333,4579.2500000000000000,18191.666666666667,0.88668830245697551332,20516.416666666667,14195.000000000000,1742.1666666666666667,678.4166666666666667,189.9166666666666667,152.9166666666666667,193.3333333333333333,0E-20,2254.9166666666666667,5925.0833333333333333,1039.9166666666666667,-8065.3333333333333333,2908.5000000000000000,0E-20
2025-12-01T13:00:00-08:00,2025-12-01 21:00:00+00:00,2025-12-01T14:00:00-08:00,2025-12-01 22:00:00+00:00,21896.681875000000,4322.6666666666666667,18488.500000000000,0.89895461912479739224,20566.666666666667,14607.250000000000,1636.7500000000000000,674.5000000000000000,189.3333333333333333,153.3333333333333333,194.0833333333333333,0E-20,2255.5000000000000000,5970.6666666666666667,1033.2500000000000000,-8017.8333333333333333,2551.9166666666666667,0E-20
2025-12-01T14:00:00-08:00,2025-12-01 22:00:00+00:00,2025-12-01T15:00:00-08:00,2025-12-01 23:00:00+00:00,22761.347500000000,5761.5000000000000000,18121.666666666667,0.84011018091768499291,21570.583333333333,14302.333333333333,1506.7500000000000000,675.2500000000000000,191.1666666666666667,154.0000000000000000,231.5000000000000000,0E-20,2253.5000000000000000,6013.5833333333333333,1060.6666666666666667,-5571.5833333333333333,1621.8333333333333333,0E-20
2025-12-01T15:00:00-08:00,2025-12-01 23:00:00+00:00,2025-12-01T16:00:00-08:00,2025-12-02 00:00:00+00:00,24182.663333333333,13906.250000000000,12569.000000000000,0.53123976373376726297,23659.750000000000,8456.5000000000000000,1297.0000000000000000,677.7500000000000000,191.1666666666666667,153.7500000000000000,260.3333333333333333,0E-20,2252.6666666666666667,8576.5833333333333333,1532.5000000000000000,-119.9166666666666667,967.5833333333333333,0E-20
2025-12-01T16:00:00-08:00,2025-12-02 00:00:00+00:00,2025-12-01T17:00:00-08:00,2025-12-02 01:00:00+00:00,25854.136666666667,24050.833333333333,6049.9166666666666667,0.23256983598154792712,26013.333333333333,903.8333333333333333,1058.6666666666666667,688.0000000000000000,200.0833333333333333,153.1666666666666667,269.6666666666666667,0E-20,2253.5833333333333333,10844.250000000000,2776.5000000000000000,4531.7500000000000000,2679.4166666666666667,0E-20
2025-12-01T17:00:00-08:00,2025-12-02 01:00:00+00:00,2025-12-01T18:00:00-08:00,2025-12-02 02:00:00+00:00,27292.313750000000,26815.166666666667,5426.9166666666666667,0.19579622736811722945,27717.166666666667,-69.0000000000000000,971.0000000000000000,679.3333333333333333,199.6666666666666667,153.0000000000000000,269.8333333333333333,0E-20,2254.0000000000000000,11385.583333333333,3223.0833333333333333,5843.8333333333333333,2788.7500000000000000,0E-20
2025-12-01T18:00:00-08:00,2025-12-02 02:00:00+00:00,2025-12-01T19:00:00-08:00,2025-12-02 03:00:00+00:00,27392.604166666667,26899.000000000000,5292.5833333333333333,0.19102259090047792722,27706.583333333333,-61.1666666666666667,868.7500000000000000,686.5000000000000000,205.0833333333333333,152.9166666666666667,270.4166666666666667,0E-20,2252.7500000000000000,11434.916666666667,3170.0833333333333333,5971.2500000000000000,2767.4166666666666667,0E-20
2025-12-01T19:00:00-08:00,2025-12-02 03:00:00+00:00,2025-12-01T20:00:00-08:00,2025-12-02 04:00:00+00:00,26983.015833333333,26497.750000000000,5462.0000000000000000,0.19991154896070029067,27322.083333333333,-61.7500000000000000,886.0833333333333333,691.6666666666666667,204.7500000000000000,153.0000000000000000,270.2500000000000000,0E-20,2254.2500000000000000,11478.666666666667,3318.0000000000000000,5462.5833333333333333,2818.5833333333333333,0E-20
2025-12-01T20:00:00-08:00,2025-12-02 04:00:00+00:00,2025-12-01T21:00:00-08:00,2025-12-02 05:00:00+00:00,26444.277708333333,25806.000000000000,5303.4166666666666667,0.19865959944061532315,26696.000000000000,-59.6666666666666667,949.6666666666666667,697.8333333333333333,204.0000000000000000,153.0000000000000000,269.5833333333333333,0E-20,2259.4166666666666667,11579.000000000000,3089.0000000000000000,4777.8333333333333333,3059.1666666666666667,0E-20
2025-12-01T21:00:00-08:00,2025-12-02 05:00:00+00:00,2025-12-01T22:00:00-08:00,2025-12-02 06:00:00+00:00,25761.682291666667,25072.916666666667,5459.0000000000000000,0.20880441400061837074,26144.083333333333,-59.7500000000000000,1130.9166666666666667,697.3333333333333333,205.6666666666666667,152.6666666666666667,270.5000000000000000,0E-20,2259.5833333333333333,11686.750000000000,3061.6666666666666667,3605.6666666666666667,3536.8333333333333333,0E-20
2025-12-01T22:00:00-08:00,2025-12-02 06:00:00+00:00,2025-12-01T23:00:00-08:00,2025-12-02 07:00:00+00:00,24408.845000000000,23467.250000000000,4858.6666666666666667,0.19657915055311487724,24716.083333333333,-60.3333333333333333,1309.1666666666666667,699.4166666666666667,199.8333333333333333,152.4166666666666667,268.5000000000000000,0E-20,2258.7500000000000000,11409.083333333333,2289.6666666666666667,2212.9166666666666667,4515.7500000000000000,0E-20
2025-12-01T23:00:00-08:00,2025-12-02 07:00:00+00:00,2025-12-02T00:00:00-08:00,2025-12-02 08:00:00+00:00,23022.246458333333,21811.833333333333,4537.8333333333333333,0.19624618888704689819,23123.166666666667,-60.6666666666666667,1372.0000000000000000,692.9166666666666667,200.7500000000000000,152.9166666666666667,229.2500000000000000,0E-20,2258.2500000000000000,11098.500000000000,1950.6666666666666667,640.5833333333333333,5143.6666666666666667,0E-20
2025-12-02T00:00:00-08:00,2025-12-02 08:00:00+00:00,2025-12-02T01:00:00-08:00,2025-12-02 09:00:00+00:00,22396.778125000000,21078.583333333333,4180.2500000000000000,0.18637839685523842355,22428.833333333333,-60.1666666666666667,1410.4166666666666667,685.4166666666666667,199.7500000000000000,153.2500000000000000,201.7500000000000000,0E-20,2258.6666666666666667,10387.1666666666666667,1589.8333333333333333,289.0833333333333333,6062.0833333333333333,0E-20
2025-12-02T01:00:00-08:00,2025-12-02 09:00:00+00:00,2025-12-02T02:00:00-08:00,2025-12-02 10:00:00+00:00,21715.689791666667,20229.333333333333,4140.8333333333333333,0.19195630087189650044,21571.750000000000,-59.8333333333333333,1402.2500000000000000,682.4166666666666667,198.7500000000000000,153.5833333333333333,199.1666666666666667,0E-20,2257.7500000000000000,10159.6666666666666667,1564.5000000000000000,-262.4166666666666667,6066.8333333333333333,0E-20
